UserGenere,UserAge,UserExperience,TimeStamp,PlayerSpeed,PlayerAcceleration,CameraRotationZ,GameFps,DiscomfortLevel
1,0,0,6.011339,0,0,0.009486,90,0
1,0,0,7.01052,0,0,0.02234,90,0
1,0,0,8.011712,16,16,0.023981,90,0
1,0,0,9.011523,37,21,0.038929,90,0
1,0,0,10.01203,59,22,0.045425,90,0
1,0,0,11.0026,79,20,0.063843,90,0
1,0,0,12.01134,50,-29,0.031385,90,0
1,0,0,13.00213,35,-15,-0.03228,90,0
1,0,0,14.01389,40,5,-0.021953,90,0
1,0,0,15.00279,55,15,-0.034588,90,0
1,0,0,16.00256,70,15,-0.053621,90,0
1,0,0,17.00368,83,13,-0.044713,90,0
1,0,0,18.0031,94,11,-0.038197,90,0
1,0,0,19.00284,81,-13,-0.056509,90,0
1,0,0,20.01262,48,-33,-0.036984,90,0
1,0,0,21.00239,56,8,-0.022797,90,0
1,0,0,22.0132,40,-16,-0.011879,90,0
1,0,0,23.00261,54,14,0.008667,90,0
1,0,0,24.00322,68,14,-0.04318,90,0
1,0,0,25.00241,51,-17,-0.014213,90,0
1,0,0,26.00337,51,0,-0.030071,90,0
1,0,0,27.01365,65,14,-0.027619,90,0
1,0,0,28.01243,80,15,-0.014818,90,0
1,0,0,29.01376,41,-39,-0.000202,90,0
1,0,0,30.01269,58,17,0.007305,90,0
1,0,0,31.01258,74,16,0.01208,90,0
1,0,0,0,0,0,-0.002449,90,0
1,0,0,1.006835,0,0,-0.000103,88,0
1,0,0,2.008246,20,20,-0.00439,90,0
1,0,0,2.998121,41,21,-0.007944,90,0
1,0,0,3.999469,62,21,-0.017655,90,0
1,0,0,4.998495,81,19,-0.033222,90,0
1,0,0,6.000052,60,-21,-0.022536,90,0
1,0,0,7.00159,74,14,-0.031029,90,0
1,0,0,8.002184,88,14,-0.039245,90,0
1,0,0,9.001597,100,12,-0.048803,90,0
1,0,0,10.00276,112,12,-0.049512,90,0
1,0,0,10.99977,51,-61,-0.034038,90,0
1,0,0,11.99999,65,14,-0.020703,90,0
1,0,0,13.00089,42,-23,-0.012853,90,0
1,0,0,13.99989,45,3,-0.038467,90,0
1,0,0,15.00098,52,7,0.048931,90,0
1,0,0,16.00064,64,12,0.119084,90,0
1,0,0,16.99999,75,11,0.136786,90,0
1,0,0,17.99896,88,13,0.136565,90,0
1,0,0,18.99933,100,12,0.108066,90,0
1,0,0,19.9995,114,14,0.108702,90,0
1,0,0,20.9999,93,-21,0.118802,90,0
1,0,0,21.99905,81,-12,0.118139,90,0
1,0,0,23.0002,97,16,0.099222,90,0
1,0,0,24.00146,109,12,0.094367,90,0
1,0,0,25.00086,119,10,0.094409,90,0
1,0,0,26.0012,130,11,0.093681,90,0
1,0,0,27.00152,138,8,0.036812,90,0
1,0,0,28.00169,57,-81,0.05591,90,0
1,0,0,29.00176,73,16,-0.012474,90,0
1,0,0,30.00079,90,17,-0.043164,90,0
1,0,0,31.00031,104,14,-0.024472,90,0
1,0,0,32.00043,118,14,0.011544,90,0
1,0,0,33.00219,134,16,0.047254,90,0
1,0,0,34.00164,55,-79,0.029526,90,0
1,0,0,35.00283,61,6,0.061221,90,0
1,0,0,36.00352,75,14,0.108727,90,0
1,0,0,37.00388,90,15,0.103142,90,0
1,0,0,38.00309,102,12,0.10948,90,0
1,0,0,39.00269,114,12,0.105956,90,0
1,0,0,40.00256,98,-16,0.075719,90,0
1,0,0,41.00229,63,-35,0.088225,90,0
1,0,0,42.00187,77,14,-0.016147,90,0
1,0,0,43.00198,88,11,-0.100891,90,0
1,0,0,43.99989,98,10,-0.124549,90,0
1,0,0,45.00128,111,13,-0.113239,90,0
1,0,0,46.00084,123,12,-0.085371,90,0
1,0,0,47.00187,134,11,-0.112728,90,0
1,0,0,48.00152,95,-39,-0.125547,90,0
1,0,0,49.00248,107,12,-0.109035,90,0
1,0,0,50.00288,117,10,-0.098734,90,0
1,0,0,51.00327,127,10,-0.098736,90,0
1,0,0,52.0029,137,10,-0.070603,90,0
1,0,0,53.00366,97,-40,-0.040146,90,0
1,0,0,54.00496,103,6,-0.001756,90,0
1,0,0,55.0033,115,12,0.024152,90,0
1,0,0,56.002,128,13,-0.001445,90,0
1,0,0,57.00315,141,13,-0.014302,90,0
1,0,0,58.00341,72,-69,-0.038671,90,0
1,0,0,59.0027,74,2,-0.058094,90,0
1,0,0,60.00551,88,14,-0.116309,90,0
1,0,0,61.00465,101,13,-0.10716,90,0
1,0,0,62.00395,112,11,-0.116594,90,0
1,0,0,63.00386,122,10,-0.110686,90,0
1,0,0,64.00309,110,-12,-0.068981,90,0
1,0,0,65.00378,111,1,-0.038752,90,0
1,0,0,66.00377,118,7,0.115808,90,0
1,0,0,67.00208,86,-32,0.12613,90,0
1,0,0,68.00242,99,13,0.12059,90,0
1,0,0,69.00261,112,13,0.097168,90,0
1,0,0,70.00307,125,13,0.105247,90,0
1,0,0,71.0035,101,-24,0.117799,90,0
1,0,0,72.00352,116,15,0.11009,90,0
1,0,0,73.00365,113,-3,0.109884,90,0
1,0,0,74.0042,113,0,0.115907,90,0
1,0,0,75.00552,124,11,0.106367,90,0
1,0,0,76.00439,133,9,0.057601,90,0
1,0,0,77.00546,122,-11,0.034787,90,0
1,0,0,78.00467,136,14,-0.024077,90,0
1,0,0,79.00395,145,9,0.005553,90,0
1,0,0,80.00491,145,0,0.04234,90,0
1,0,0,81.00582,105,-40,0.062817,90,0
1,0,0,82.00645,76,-29,0.102589,88,0
1,0,0,83.00783,90,14,0.117266,90,0
1,0,0,84.00675,101,11,0.120058,90,0
1,0,0,85.00592,111,10,0.114874,88,0
1,0,0,86.00507,108,-3,0.092016,90,0
1,0,0,87.00529,44,-64,0.122353,90,0
1,0,0,88.00566,56,12,0.091527,88,0
1,0,0,89.00539,70,14,-0.00685,90,0
1,0,0,90.00601,81,11,-0.105808,90,0
1,0,0,91.00649,91,10,-0.11895,90,0
1,0,0,92.00535,102,11,-0.125208,90,0
1,0,0,93.005,115,13,-0.093388,90,0
1,0,0,94.00483,126,11,-0.094007,90,0
1,0,0,95.00599,138,12,-0.111301,90,0
1,0,0,96.005,126,-12,-0.099883,90,0
1,0,0,97.00579,133,7,-0.101186,90,0
1,0,0,98.00683,140,7,-0.101106,92,0
1,0,0,99.0061,145,5,-0.083507,90,0
1,0,0,100.007,145,0,-0.034644,88,0
1,0,0,101.0064,145,0,0.025731,90,0
1,0,0,102.0055,145,0,0.003029,90,0
1,0,0,103.0064,145,0,-0.013234,90,0
1,0,0,104.0067,115,-30,-0.058097,90,0
1,0,0,105.007,127,12,-0.082091,88,0
1,0,0,106.0086,136,9,-0.103071,90,0
1,0,0,107.0076,144,8,-0.124661,90,0
1,0,0,108.007,105,-39,-0.095919,90,0
1,0,0,109.0076,106,1,-0.071256,90,0
1,0,0,110.0071,117,11,0.073336,90,0
1,0,0,111.0071,123,6,0.135792,92,0
1,0,0,112.0057,134,11,0.120264,88,0
1,0,0,113.0061,145,11,0.103098,88,0
1,0,0,114.0066,145,0,0.138378,90,0
1,0,0,115.0063,145,0,0.082179,92,0
1,0,0,116.008,145,0,0.09128,88,0
1,0,0,117.0076,145,0,0.105941,90,0
1,0,0,118.0089,145,0,0.075895,90,0
1,0,0,119.0079,104,-41,0.040041,90,0
1,0,0,120.0083,118,14,-0.017374,90,0
1,0,0,121.0086,128,10,-0.010391,90,0
1,0,0,122.0069,139,11,0.004692,90,0
1,0,0,123.0086,145,6,0.02617,90,0
1,0,0,124.0079,145,0,0.07458,90,0
1,0,0,125.0084,128,-17,0.11535,90,0
1,0,0,125.9983,136,8,0.130063,90,0
1,0,0,127.0077,145,9,0.088967,90,0
1,0,0,128.0085,93,-52,0.07924,90,0
1,0,0,129.0084,100,7,-0.058659,90,0
1,0,0,130.008,108,8,-0.130185,90,0
1,0,0,131.0082,119,11,-0.122682,90,0
1,0,0,132.0073,129,10,-0.09796,90,0
1,0,0,133.0074,141,12,-0.109221,90,0
1,0,0,134.0074,126,-15,-0.11891,90,0
1,0,0,135.0086,123,-3,-0.098494,90,0
1,0,0,136.0081,132,9,-0.109115,90,0
1,0,0,137.008,139,7,-0.109672,90,0
1,0,0,138.0093,145,6,-0.054892,90,0
1,0,0,138.9987,103,-42,-0.058896,90,0
1,0,0,139.999,115,12,0.021501,90,0
1,0,0,141.0081,128,13,0.016494,90,0
1,0,0,142.0078,141,13,-0.016047,90,0
1,0,0,143.0091,123,-18,-0.065695,90,0
1,0,0,143.9994,108,-15,-0.080818,90,0
1,0,0,144.9993,114,6,-0.125645,90,0
1,0,0,145.9998,124,10,-0.128754,90,0
1,0,0,146.9992,133,9,-0.110096,90,0
1,0,0,147.9988,106,-27,-0.061882,90,0
1,0,0,149.0094,98,-8,-0.02595,90,0
1,0,0,149.9993,107,9,0.116726,90,0
1,0,0,150.9984,116,9,0.134248,90,0
1,0,0,151.9984,127,11,0.113518,90,0
1,0,0,153.0085,138,11,0.101417,90,0
1,0,0,154.0095,145,7,0.122996,90,0
1,0,0,155.0089,140,-5,0.099623,90,0
1,0,0,155.9993,96,-44,0.150799,90,0
1,0,0,156.9987,105,9,0.108094,90,0
1,0,0,0.011267,0,0,0.050758,90,0
1,0,0,1.009216,0,0,0.043339,90,0
