UserGenere,UserAge,UserExperience,TimeStamp,PlayerSpeed,PlayerAcceleration,CameraRotationZ,GameFps,DiscomfortLevel
1,0,0,2.010768,0,0,0.028402,90,0
1,0,0,3.010537,2,2,0.008339,90,0
1,0,0,4.010739,18,16,0.000148,90,0
1,0,0,5.012167,39,21,-0.002925,90,0
1,0,0,6.013333,60,21,0.02129,90,0
1,0,0,7.013581,79,19,0.056471,90,0
1,0,0,8.013154,93,14,0.102165,90,0
1,0,0,9.014494,105,12,0.193706,90,0
1,0,0,10.01451,118,13,0.188897,90,0
1,0,0,11.01476,126,8,0.177338,90,0
1,0,0,12.01291,130,4,0.154284,90,0
1,0,0,13.01344,47,-83,0.079603,90,0
1,0,0,14.01325,17,-30,0.073279,90,0
1,0,0,15.01351,13,-4,0.082399,90,0
1,0,0,16.01389,15,2,0.148467,90,0
1,0,0,17.01487,16,1,0.197843,90,0
1,0,0,18.0142,17,1,0.207647,90,0
1,0,0,19.01457,4,-13,0.184315,90,0
1,0,0,20.01595,17,13,0.189342,90,0
1,0,0,21.01333,5,-12,0.202692,90,0
1,0,0,22.01412,11,6,0.210482,90,0
1,0,0,23.01465,2,-9,0.207304,90,0
1,0,0,24.01475,18,16,0.18739,90,0
1,0,0,25.01406,3,-15,0.164891,90,0
1,0,0,26.01443,6,3,0.16685,90,0
1,0,0,27.01342,4,-2,0.145486,90,0
1,0,0,28.01403,15,11,0.127959,90,0
1,0,0,29.01394,33,18,0.078335,90,0
1,0,0,30.01456,34,1,0.018304,90,0
1,0,0,31.01446,48,14,-0.053494,90,0
1,0,0,32.01382,61,13,-0.122963,90,0
1,0,0,33.01542,58,-3,-0.17115,90,0
1,0,0,34.01452,50,-8,-0.183811,90,0
1,0,0,35.01497,62,12,-0.189501,90,0
1,0,0,36.01291,75,13,-0.157585,90,0
1,0,0,37.01405,90,15,-0.147469,90,0
1,0,0,38.01328,104,14,-0.138302,90,0
1,0,0,39.01426,117,13,-0.149967,90,0
1,0,0,40.01369,129,12,-0.14858,90,0
1,0,0,41.01524,140,11,-0.109476,90,0
1,0,0,42.00517,107,-33,-0.170237,90,0
1,0,0,43.01529,74,-33,-0.159471,90,0
1,0,0,44.01579,88,14,-0.140312,90,0
1,0,0,45.01544,101,13,-0.096995,90,0
1,0,0,46.00477,88,-13,-0.067768,90,0
1,0,0,47.00568,100,12,-0.020241,90,0
1,0,0,48.01549,112,12,0.062356,90,0
1,0,0,203.0151,4,-8,-0.003435,90,0
1,0,0,204.0154,18,14,0.040476,90,0
1,0,0,205.0158,31,13,0.118094,90,0
1,0,0,206.015,33,2,0.182156,90,0
1,0,0,207.0146,44,11,0.190673,90,0
1,0,0,208.0141,57,13,0.213733,90,0
1,0,0,209.0146,72,15,0.19804,90,0
1,0,0,210.0141,88,16,0.175357,90,0
1,0,0,211.0146,102,14,0.17496,90,0
1,0,0,212.0141,114,12,0.178478,90,0
1,0,0,213.013,109,-5,0.217266,90,0
1,0,0,214.014,26,-83,0.207935,90,0
1,0,0,215.0143,5,-21,0.106839,90,0
1,0,0,216.0142,5,0,0.133355,90,0
1,0,0,217.0132,13,8,0.16478,90,0
1,0,0,218.0146,29,16,0.251048,90,0
1,0,0,219.0155,43,14,0.331493,90,0
1,0,0,220.0047,59,16,0.091144,90,0
1,0,0,221.0041,73,14,0.07116,90,0
1,0,0,222.0053,86,13,0.086941,90,0
1,0,0,223.0042,98,12,0.08626,90,0
1,0,0,224.0043,110,12,0.064324,90,0
1,0,0,225.0045,119,9,0.039602,90,0
1,0,0,226.0041,115,-4,-0.024496,90,0
1,0,0,227.0047,76,-39,-0.085322,90,0
1,0,0,228.0157,46,-30,-0.138516,90,0
1,0,0,229.0042,15,-31,-0.137623,90,0
1,0,0,230.0042,12,-3,-0.09057,90,0
1,0,0,231.015,10,-2,-0.102323,90,0
1,0,0,232.0043,29,19,-0.075761,90,0
1,0,0,233.0045,47,18,-0.023544,90,0
1,0,0,234.015,64,17,-0.003462,90,0
1,0,0,235.015,80,16,0.006174,90,0
1,0,0,236.0049,100,20,0.020247,90,0
1,0,0,237.0058,116,16,0.048922,90,0
1,0,0,238.0066,127,11,0.095707,88,0
1,0,0,239.0082,136,9,0.124615,90,0
1,0,0,240.0067,144,8,0.148355,90,0
1,0,0,241.0064,145,1,0.103995,90,0
1,0,0,242.0061,55,-90,0.117952,90,0
1,0,0,243.0064,15,-40,0.150857,90,0
1,0,0,244.006,5,-10,0.146175,90,0
1,0,0,245.0055,25,20,0.100897,90,0
1,0,0,246.0066,42,17,0.045159,90,0
1,0,0,247.0063,56,14,-0.079278,88,0
1,0,0,248.0059,70,14,-0.153061,88,0
1,0,0,249.006,81,11,-0.225062,88,0
1,0,0,250.0056,93,12,-0.188394,92,0
1,0,0,251.0057,106,13,-0.164675,90,0
1,0,0,252.0064,120,14,-0.149862,90,0
1,0,0,253.0056,129,9,-0.155396,90,0
1,0,0,254.0052,55,-74,-0.142552,90,0
1,0,0,255.0055,6,-49,-0.147456,90,0
1,0,0,256.0053,12,6,-0.196042,90,0
1,0,0,257.0049,5,-7,-0.20007,90,0
1,0,0,258.0047,15,10,-0.176762,90,0
1,0,0,259.0052,33,18,-0.216975,90,0
1,0,0,260.0065,52,19,-0.198465,90,0
1,0,0,261.0071,68,16,-0.14426,90,0
1,0,0,262.0067,82,14,-0.167617,90,0
1,0,0,263.007,95,13,-0.162564,90,0
1,0,0,264.0072,106,11,-0.157631,88,0
1,0,0,265.0074,117,11,-0.128943,90,0
1,0,0,266.0079,125,8,-0.067434,90,0
1,0,0,267.0063,138,13,0.056581,92,0
1,0,0,268.0071,145,7,0.055186,88,0
1,0,0,269.007,109,-36,0.02639,88,0
1,0,0,270.008,65,-44,0.009909,90,0
1,0,0,271.0076,83,18,-0.046497,90,0
1,0,0,272.0083,96,13,-0.128402,90,0
1,0,0,273.0101,108,12,-0.168591,90,0
1,0,0,274.0092,91,-17,-0.187355,90,0
1,0,0,275.0092,102,11,-0.184046,90,0
1,0,0,276.0079,69,-33,-0.158525,90,0
1,0,0,277.0084,16,-53,-0.134348,90,0
1,0,0,278.0099,4,-12,-0.172852,90,0
1,0,0,279.0088,11,7,-0.186474,90,0
1,0,0,280.0082,0,-11,-0.169083,90,0
1,0,0,281.0092,18,18,-0.165879,90,0
1,0,0,282.0089,35,17,-0.167559,90,0
1,0,0,283.0091,51,16,-0.122721,90,0
1,0,0,284.0089,67,16,-0.046817,90,0
1,0,0,285.0094,80,13,0.032077,90,0
1,0,0,286.0088,92,12,0.172957,90,0
1,0,0,287.0086,101,9,0.222759,90,0
1,0,0,288.0084,113,12,0.201755,90,0
1,0,0,289.0072,123,10,0.180506,90,0
1,0,0,290.008,75,-48,0.185151,90,0
1,0,0,291.0084,70,-5,0.1768,90,0
1,0,0,292.0078,87,17,0.196665,90,0
1,0,0,293.0093,101,14,0.189491,90,0
1,0,0,294.0094,112,11,0.184994,90,0
1,0,0,295.0093,122,10,0.139746,90,0
1,0,0,296.0093,132,10,0.106193,90,0
1,0,0,297.0098,106,-26,0.060277,90,0
1,0,0,298.0105,78,-28,0.022889,90,0
1,0,0,299.0096,94,16,-0.058037,90,0
1,0,0,300.0081,108,14,-0.056795,90,0
1,0,0,301.008,79,-29,-0.019542,90,0
0,0,0,0,0,0,-0.026379,90,0
0,0,0,0.683839,0,0,-0.038966,36,0
0,0,0,1.996385,0,0,-0.052011,88,0
0,0,0,2.997726,0,0,-0.055994,90,0
0,0,0,3.999298,0,0,-0.052767,90,0
0,0,0,4.999687,0,0,-0.04386,90,0
0,0,0,6.000605,0,0,-0.051954,90,0
0,0,0,12.00146,0,0,-0.065769,90,0
0,0,0,13.00144,0,0,-0.063527,90,0
0,0,0,14.00173,0,0,-0.058207,90,0
0,0,0,15.00065,0,0,-0.093515,90,0
0,0,0,16.00011,0,0,-0.073496,90,0
0,0,0,17.00224,2,2,-0.07234,90,0
0,0,0,18.00202,11,9,-0.071031,90,0
0,0,0,19.00236,11,0,-0.064532,90,0
0,0,0,20.00108,7,-4,-0.055481,90,0
0,0,0,21.00156,6,-1,-0.102633,90,0
0,0,0,22.00247,6,0,-0.053221,90,0
0,0,0,23.00267,5,-1,-0.045883,90,0
0,0,0,24.00306,6,1,-0.046082,90,0
0,0,0,0.011157,0,0,0.016349,90,0
0,0,0,1.008044,0,0,0.027599,90,0
0,0,0,2.008584,1,1,0.033505,90,0
0,0,0,3.009267,15,14,0.040869,90,0
0,0,0,4.010024,9,-6,0.042969,90,0
0,0,0,5.011356,12,3,0.05401,90,0
0,0,0,6.011967,17,5,0.06091,90,0
0,0,0,7.012537,19,2,0.063446,90,0
0,0,0,8.01291,38,19,0.052365,90,0
0,0,0,9.01293,18,-20,0.052654,90,0
0,0,0,10.01203,27,9,0.017743,90,0
0,0,0,11.01296,48,21,0.01964,90,0
0,0,0,12.01133,25,-23,0.000425,90,0
0,0,0,13.01141,15,-10,-0.03062,90,0
0,0,0,14.01271,24,9,-0.038275,90,0
0,0,0,15.01378,9,-15,-0.042158,90,0
0,0,0,16.01327,20,11,-0.056623,90,0
0,0,0,17.00288,37,17,-0.059291,90,0
0,0,0,18.0029,47,10,-0.123115,90,0
0,0,0,19.00287,45,-2,-0.128704,90,0
0,0,0,20.00299,61,16,-0.123796,90,0
0,0,0,21.00261,73,12,-0.124778,90,0
0,0,0,22.01272,47,-26,-0.127822,90,0
0,0,0,23.01328,45,-2,-0.129267,90,0
0,0,0,24.01357,60,15,-0.111333,90,0
0,0,0,25.0139,31,-29,-0.083135,90,0
0,0,0,26.01383,40,9,-0.088175,90,0
0,0,0,27.01273,53,13,-0.092273,90,0
0,0,0,28.01382,68,15,-0.050689,90,0
0,0,0,29.01269,82,14,0.075176,90,0
0,0,0,30.01339,94,12,0.139461,90,0
0,0,0,31.01192,102,8,0.20787,90,0
0,0,0,32.01183,114,12,0.160921,90,0
0,0,0,33.00271,125,11,0.103292,90,0
0,0,0,34.01265,21,-104,0.03421,90,0
0,0,0,35.01145,7,-14,0.00614,90,0
0,0,0,36.01286,3,-4,0.013476,90,0
0,0,0,37.01249,2,-1,0.004588,90,0
0,0,0,38.01188,1,-1,-0.01643,90,0
0,0,0,39.01241,17,16,0.017545,90,0
0,0,0,40.01308,15,-2,0.075349,90,0
0,0,0,41.01354,6,-9,0.068683,90,0
0,0,0,42.01328,2,-4,0.058984,90,0
0,0,0,43.01295,9,7,0.068807,90,0
0,0,0,44.00275,0,-9,0.082675,90,0
0,0,0,45.00262,0,0,0.083278,90,0
0,0,0,46.01408,0,0,0.073961,90,0
0,0,0,47.01381,0,0,0.067291,90,0
0,0,0,48.0031,0,0,0.076655,90,0
0,0,0,49.00273,0,0,0.08166,90,0
0,0,0,50.01266,3,3,0.081995,90,0
0,0,0,51.0137,11,8,0.052801,90,0
0,0,0,52.01368,6,-5,0.0494,90,0
0,0,0,53.01442,3,-3,0.050703,90,0
0,0,0,54.00314,1,-2,0.051116,90,0
0,0,0,55.00397,7,6,0.060853,90,0
0,0,0,56.00494,13,6,0.056837,90,0
0,0,0,57.00359,7,-6,0.058413,90,0
0,0,0,58.00418,4,-3,0.058059,90,0
0,0,0,59.0043,9,5,0.084683,90,0
0,0,0,60.00469,4,-5,0.097946,90,0
0,0,0,61.00396,3,-1,0.090485,90,0
0,0,0,62.00404,8,5,0.084074,90,0
0,0,0,63.0042,7,-1,0.080203,90,0
0,0,0,64.00417,3,-4,0.080522,90,0
0,0,0,65.00488,1,-2,0.085844,90,0
0,0,0,66.00522,0,-1,0.080704,90,0
0,0,0,67.00533,8,8,0.087637,90,0
0,0,0,68.0047,2,-6,0.073645,90,0
0,0,0,69.00309,7,5,0.081327,90,0
0,0,0,70.00442,13,6,0.120732,90,0
0,0,0,71.00477,5,-8,0.128811,90,0
0,0,0,72.00478,2,-3,0.127822,90,0
0,0,0,73.00455,0,-2,0.126874,90,0
0,0,0,74.00511,12,12,0.133559,90,0
0,0,0,75.00506,30,18,0.148721,90,0
0,0,0,76.00513,47,17,0.171783,90,0
0,0,0,77.00486,55,8,0.155162,90,0
0,0,0,78.00437,36,-19,0.159926,90,0
0,0,0,79.00454,16,-20,0.144579,90,0
0,0,0,80.00353,8,-8,0.141563,90,0
0,0,0,81.00387,4,-4,0.149821,90,0
0,0,0,82.00471,1,-3,0.149731,90,0
0,0,0,83.00375,1,0,0.145927,90,0
0,0,0,84.00348,9,8,0.140653,90,0
0,0,0,85.00488,29,20,0.138956,90,0
0,0,0,86.00269,45,16,0.145893,90,0
0,0,0,87.00475,61,16,0.104471,90,0
0,0,0,88.00514,75,14,0.110491,90,0
0,0,0,89.00536,42,-33,0.109942,90,0
0,0,0,90.00529,38,-4,0.10795,90,0
0,0,0,91.00585,53,15,0.112104,88,0
0,0,0,92.00555,68,15,0.106919,88,0
0,0,0,93.00659,78,10,0.058395,90,0
0,0,0,94.00609,85,7,0.038452,88,0
0,0,0,95.00773,92,7,0.021357,88,0
0,0,0,96.00613,103,11,-0.070296,92,0
0,0,0,97.00587,110,7,-0.06779,88,0
0,0,0,98.00389,111,1,-0.054638,90,0
0,0,0,99.00591,113,2,-0.004054,88,0
0,0,0,100.0061,115,2,0.061392,92,0
0,0,0,101.0077,110,-5,0.076003,90,0
0,0,0,102.0086,23,-87,0.081247,90,0
0,0,0,103.0074,4,-19,0.076599,90,0
0,0,0,104.0066,8,4,0.076874,90,0
0,0,0,105.0075,14,6,0.074657,90,0
0,0,0,106.0072,8,-6,0.079633,90,0
0,0,0,107.0075,4,-4,0.076016,90,0
0,0,0,108.0076,2,-2,0.08005,90,0
0,0,0,109.0074,9,7,0.091133,90,0
0,0,0,110.0079,26,17,0.117226,90,0
0,0,0,111.0082,43,17,0.140251,90,0
0,0,0,112.0079,59,16,0.127907,90,0
0,0,0,113.0091,64,5,0.125821,90,0
0,0,0,114.0081,66,2,0.125531,90,0
0,0,0,115.0096,65,-1,0.123259,90,0
0,0,0,116.0084,66,1,0.109875,90,0
0,0,0,117.0071,67,1,0.083919,90,0
0,0,0,118.0075,47,-20,0.162443,90,0
0,0,0,119.0076,36,-11,0.162609,88,0
0,0,0,120.0074,10,-26,0.16442,90,0
0,0,0,121.0079,3,-7,0.1759,90,0
0,0,0,122.008,9,6,0.178161,90,0
0,0,0,123.0081,5,-4,0.176307,90,0
0,0,0,124.0075,5,0,0.169762,90,0
0,0,0,125.0076,12,7,0.166694,90,0
0,0,0,126.0077,6,-6,0.162889,90,0
0,0,0,127.0081,1,-5,0.161986,90,0
0,0,0,128.009,17,16,0.160148,90,0
0,0,0,129.0099,30,13,0.143906,90,0
0,0,0,130.0087,12,-18,0.112344,90,0
0,0,0,131.0082,22,10,0.094154,90,0
0,0,0,132.0084,40,18,0.058853,90,0
0,0,0,133.0092,53,13,-0.031512,90,0
0,0,0,134.0093,63,10,-0.087443,90,0
0,0,0,135.0094,67,4,-0.144493,90,0
0,0,0,136.0092,68,1,-0.184657,90,0
0,0,0,137.0081,65,-3,-0.175526,90,0
0,0,0,138.0091,67,2,-0.17222,90,0
0,0,0,139.0077,71,4,-0.174561,90,0
0,0,0,140.009,75,4,-0.144889,90,0
0,0,0,141.0088,79,4,-0.131115,90,0
0,0,0,142.0087,46,-33,-0.146449,90,0
0,0,0,143.0098,59,13,-0.143334,90,0
0,0,0,144.0079,63,4,-0.142967,90,0
0,0,0,145.009,64,1,-0.102979,90,0
0,0,0,146.0096,65,1,-0.110475,90,0
0,0,0,147.0088,65,0,-0.106332,90,0
0,0,0,148.0108,67,2,-0.118275,90,0
0,0,0,149.0104,68,1,-0.108419,90,0
0,0,0,150.0094,70,2,-0.109001,90,0
0,0,0,151.0105,72,2,-0.089814,90,0
0,0,0,152.0103,72,0,-0.066852,90,0
0,0,0,153.0096,72,0,-0.06018,90,0
0,0,0,154.0102,78,6,-0.008099,90,0
0,0,0,155.0106,70,-8,-0.005334,90,0
0,0,0,156.011,37,-33,-0.049396,90,0
0,0,0,157.011,16,-21,-0.049894,90,0
0,0,0,158.0114,10,-6,-0.025915,90,0
0,0,0,159.0111,13,3,-0.021176,90,0
0,0,0,160.0118,9,-4,-0.030983,90,0
0,0,0,161.0123,17,8,-0.029913,90,0
0,0,0,162.0113,34,17,0.01505,90,0
0,0,0,163.0103,50,16,0.067508,90,0
0,0,0,164.0104,67,17,0.066681,90,0
0,0,0,165.0097,84,17,0.066294,90,0
0,0,0,166.0093,99,15,0.037896,90,0
0,0,0,167.0115,117,18,-0.030011,90,0
0,0,0,168.0111,132,15,-0.080435,90,0
0,0,0,169.0128,142,10,-0.120451,90,0
0,0,0,170.0104,135,-7,-0.137966,90,0
0,0,0,171.012,52,-83,-0.127646,90,0
0,0,0,172.0118,62,10,-0.096944,90,0
0,0,0,173.0113,47,-15,-0.1348,90,0
0,0,0,174.013,23,-24,-0.156057,90,0
0,0,0,175.0134,9,-14,-0.1489,90,0
0,0,0,176.0137,3,-6,-0.140752,90,0
0,0,0,177.0136,12,9,-0.134449,90,0
0,0,0,178.0129,15,3,-0.153657,90,0
0,0,0,179.013,6,-9,-0.154013,90,0
0,0,0,180.0129,9,3,-0.154434,90,0
0,0,0,181.0128,4,-5,-0.149266,90,0
0,0,0,182.0122,8,4,-0.137775,90,0
0,0,0,183.0139,25,17,-0.146761,90,0
0,0,0,184.0133,27,2,-0.136098,90,0
0,0,0,185.0027,2,-25,-0.148028,90,0
0,0,0,186.0117,6,4,-0.150822,90,0
0,0,0,187.0128,13,7,-0.152737,90,0
0,0,0,188.0118,16,3,-0.157129,90,0
0,0,0,189.0127,12,-4,-0.157992,90,0
0,0,0,190.0121,6,-6,-0.154545,90,0
0,0,0,191.0132,5,-1,-0.15162,90,0
0,0,0,192.0134,21,16,-0.142401,90,0
0,0,0,193.013,37,16,-0.093185,90,0
0,0,0,194.0139,26,-11,-0.009328,90,0
0,0,0,195.0132,8,-18,-0.011735,90,0
0,0,0,196.0029,12,4,-0.025075,90,0
0,0,0,197.0136,28,16,-0.04547,90,0
0,0,0,198.0126,44,16,-0.008133,90,0
0,0,0,199.0025,60,16,0.097098,90,0
0,0,0,200.0141,71,11,0.169097,90,0
0,0,0,201.0126,82,11,0.182505,90,0
0,0,0,202.0122,95,13,0.20953,90,0
0,0,0,203.0119,106,11,0.134716,90,0
0,0,0,204.0137,117,11,0.101717,90,0
0,0,0,205.0121,127,10,0.150956,90,0
0,0,0,206.0025,54,-73,0.160058,90,0
0,0,0,207.013,4,-50,0.184966,90,0
0,0,0,208.0023,1,-3,0.184221,90,0
0,0,0,209.012,2,1,0.188596,90,0
0,0,0,210.0123,5,3,0.19578,90,0
0,0,0,211.0026,24,19,0.181308,90,0
0,0,0,212.0024,38,14,0.155337,90,0
0,0,0,213.0128,22,-16,0.137553,90,0
0,0,0,214.0122,24,2,0.141259,90,0
0,0,0,215.012,15,-9,0.125135,90,0
0,0,0,216.0024,31,16,0.118796,90,0
0,0,0,217.0024,33,2,0.132201,90,0
0,0,0,218.0024,36,3,0.138199,90,0
0,0,0,219.0037,51,15,0.140515,90,0
0,0,0,220.0035,66,15,0.129402,90,0
0,0,0,221.0034,77,11,0.130924,90,0
0,0,0,222.0034,90,13,0.133024,90,0
0,0,0,223.0045,102,12,0.101349,90,0
0,0,0,224.0039,111,9,0.058379,90,0
0,0,0,225.0049,124,13,-0.023111,90,0
0,0,0,226.0045,137,13,-0.074289,90,0
0,0,0,227.003,131,-6,0.097429,90,0
0,0,0,228.0028,108,-23,0.144606,90,0
0,0,0,229.0032,43,-65,0.175836,90,0
0,0,0,230.0022,10,-33,0.172465,90,0
0,0,0,231.0033,9,-1,0.167955,90,0
0,0,0,232.0036,14,5,0.166705,90,0
0,0,0,233.0042,6,-8,0.164932,90,0
0,0,0,234.0034,2,-4,0.171173,90,0
0,0,0,235.0032,20,18,0.159636,90,0
0,0,0,236.0034,38,18,0.103236,90,0
0,0,0,237.003,55,17,0.038402,90,0
0,0,0,238.004,70,15,0.015209,90,0
0,0,0,239.0049,88,18,-0.000353,90,0
0,0,0,240.0044,104,16,-0.046482,90,0
0,0,0,241.0053,118,14,-0.079864,90,0
0,0,0,242.0053,128,10,-0.138978,90,0
0,0,0,243.0063,138,10,-0.14698,90,0
0,0,0,244.0049,145,7,-0.130826,90,0
0,0,0,245.0067,111,-34,0.05304,88,0
0,0,0,246.007,74,-37,-0.090429,88,0
0,0,0,247.008,22,-52,-0.077683,92,0
0,0,0,248.0067,8,-14,-0.082818,90,0
0,0,0,249.0064,9,1,-0.082084,90,0
0,0,0,250.0057,2,-7,-0.06197,90,0
0,0,0,251.0063,21,19,-0.086724,88,0
0,0,0,252.0063,38,17,-0.11581,90,0
0,0,0,253.006,53,15,-0.119275,90,0
0,0,0,254.0054,66,13,-0.117217,90,0
0,0,0,255.0051,80,14,-0.020734,88,0
0,0,0,256.0062,92,12,0.106788,88,0
0,0,0,257.0051,99,7,0.182622,92,0
0,0,0,258.0047,81,-18,0.079499,90,0
0,0,0,259.0055,23,-58,-0.03534,90,0
0,0,0,260.0052,9,-14,-0.015504,88,0
0,0,0,261.0052,5,-4,-0.012144,88,0
0,0,0,262.006,13,8,-0.010857,92,0
0,0,0,263.0056,25,12,-0.051558,88,0
0,0,0,264.0062,4,-21,-0.052888,88,0
0,0,0,265.0059,15,11,-0.04094,88,0
0,0,0,266.0063,31,16,0.040653,92,0
0,0,0,267.0061,24,-7,0.110841,90,0
0,0,0,268.0059,7,-17,0.09199,90,0
0,0,0,269.0059,4,-3,0.083698,90,0
0,0,0,270.006,11,7,0.081612,92,0
0,0,0,271.006,2,-9,0.078221,90,0
0,0,0,272.006,18,16,0.094049,88,0
0,0,0,273.0071,22,4,0.143616,88,0
0,0,0,274.0065,38,16,0.168586,88,0
0,0,0,275.0058,56,18,0.162295,88,0
0,0,0,276.0055,73,17,0.145705,90,0
0,0,0,277.0069,88,15,0.124275,88,0
0,0,0,278.0059,100,12,0.13435,88,0
0,0,0,279.006,110,10,0.177986,88,0
0,0,0,280.0074,120,10,0.102339,90,0
0,0,0,281.0076,70,-50,0.049295,90,0
0,0,0,282.0067,8,-62,0.040992,90,0
0,0,0,283.0073,3,-5,0.042081,90,0
0,0,0,284.0067,5,2,0.042445,90,0
0,0,0,285.0068,2,-3,0.039194,90,0
0,0,0,286.007,6,4,0.018338,90,0
0,0,0,287.0069,27,21,0.030841,90,0
0,0,0,288.007,20,-7,0.03837,90,0
0,0,0,289.0068,8,-12,0.032126,90,0
0,0,0,290.0067,2,-6,0.033712,90,0
0,0,0,291.0067,14,12,0.035905,90,0
0,0,0,292.007,4,-10,0.022996,90,0
0,0,0,293.0064,7,3,0.030278,90,0
0,0,0,0,0,0,-0.023291,90,0
0,0,0,0.998234,0,0,-0.020026,88,0
0,0,0,2.000526,0,0,-0.021656,90,0
0,0,0,3.000793,0,0,-0.035759,90,0
0,0,0,3.999719,0,0,-0.010855,90,0
0,0,0,5.000658,0,0,-0.022908,90,0
0,0,0,6.000513,0,0,-0.023853,90,0
0,0,0,7.001402,0,0,-0.024727,90,0
0,0,0,8.002209,0,0,-0.055855,90,0
0,0,0,9.001521,1,1,-0.058131,90,0
0,0,0,10.00158,12,11,-0.050801,90,0
0,0,0,11.00055,13,1,-0.029394,90,0
0,0,0,12.00204,15,2,-0.031355,90,0
0,0,0,13.00199,20,5,-0.032584,90,0
0,0,0,14.0019,17,-3,-0.040912,90,0
0,0,0,15.00248,21,4,-0.04708,90,0
0,0,0,16.00356,27,6,-0.053098,90,0
0,0,0,16.99234,30,3,-0.044245,90,0
0,0,0,18.00213,21,-9,-0.03169,90,0
0,0,0,19.00258,10,-11,-0.033155,88,0
0,0,0,20.00245,16,6,-0.030624,90,0
0,0,0,21.00214,21,5,-0.023124,90,0
0,0,0,22.00294,28,7,-0.004747,90,0
0,0,0,23.00375,29,1,0.02963,90,0
0,0,0,23.99251,17,-12,0.042606,90,0
0,0,0,24.99268,14,-3,0.035804,90,0
0,0,0,25.99331,29,15,0.045818,90,0
0,0,0,104.9961,9,-24,-0.016173,88,0
0,0,0,105.9961,1,-8,-0.01954,90,0
0,0,0,106.9959,20,19,-0.019102,88,0
0,0,0,107.9969,20,0,-0.026624,90,0
0,0,0,108.9957,6,-14,-0.021887,92,0
0,0,0,109.9959,9,3,-0.0252,90,0
0,0,0,110.9962,12,3,-0.0325,88,0
0,0,0,111.9973,7,-5,-0.031952,90,0
0,0,0,112.9961,1,-6,-0.037916,88,0
0,0,0,113.9966,1,0,-0.041068,90,0
0,0,0,114.9973,4,3,-0.043373,90,0
0,0,0,115.9978,24,20,-0.042883,90,0
0,0,0,116.9979,17,-7,-0.036636,90,0
0,0,0,117.998,4,-13,0.00258,90,0
0,0,0,118.9974,0,-4,0.097288,90,0
0,0,0,119.997,2,2,0.024186,90,0
0,0,0,120.9973,2,0,0.005955,90,0
0,0,0,121.998,0,-2,-0.00704,90,0
0,0,0,122.9987,0,0,-0.016953,90,0
1,1,0,0,0,0,-0.027151,90,0
1,1,0,1.008357,0,0,-0.006385,90,0
1,1,0,2.00824,0,0,0.031781,90,0
1,1,0,3.008948,0,0,0.076156,90,0
1,1,0,3.999748,0,0,0.036919,90,0
1,1,0,4.999649,0,0,0.014919,90,0
1,1,0,6.000401,3,3,0.026879,90,0
1,1,0,6.999671,21,18,0.022034,90,0
1,1,0,8.000978,42,21,0.013618,90,0
1,1,0,9.002599,64,22,-0.006658,90,0
1,1,0,10.0028,83,19,-0.048349,90,0
1,1,0,11.00139,97,14,-0.03418,90,0
1,1,0,12.00211,109,12,-0.067559,90,0
1,1,0,13.00259,120,11,-0.075761,90,0
1,1,0,14.00278,131,11,-0.069272,90,0
1,1,0,15.00179,138,7,-0.035971,90,0
1,1,0,16.00156,145,7,-0.015854,90,0
1,1,0,17.0027,145,0,0.114419,90,0
1,1,0,18.00079,69,-76,0.141164,90,0
1,1,0,19.00123,21,-48,0.148897,90,0
1,1,0,20.00084,1,-20,0.150738,90,0
1,1,0,21.00071,8,7,0.128416,90,0
1,1,0,22.00156,10,2,0.125702,90,0
1,1,0,23.00053,18,8,0.120823,90,0
1,1,0,24.00102,21,3,0.113209,90,0
1,1,0,25.00209,15,-6,0.110558,90,0
1,1,0,26.0016,27,12,0.10741,90,0
1,1,0,27.00249,29,2,0.104917,90,0
1,1,0,28.0012,47,18,0.087578,90,0
1,1,0,29.00121,63,16,0.095644,90,0
1,1,0,30.00123,79,16,0.090575,90,0
1,1,0,31.00164,71,-8,0.120419,90,0
1,1,0,32.00216,39,-32,0.107904,90,0
1,1,0,33.00088,58,19,0.07589,90,0
1,1,0,34.00269,75,17,0.058026,90,0
1,1,0,35.00294,88,13,0.052228,90,0
1,1,0,36.00311,99,11,0.053799,90,0
1,1,0,37.00309,109,10,0.056571,90,0
1,1,0,38.00405,118,9,0.019982,90,0
1,1,0,39.00333,127,9,-0.006885,90,0
1,1,0,40.00485,52,-75,-0.020626,90,0
1,1,0,41.00397,64,12,-0.044616,90,0
1,1,0,42.00266,80,16,-0.028948,90,0
1,1,0,43.00225,96,16,-0.02016,90,0
1,1,0,44.00298,86,-10,-0.005809,90,0
1,1,0,45.00437,82,-4,0.016993,90,0
1,1,0,46.00364,63,-19,0.065526,90,0
1,1,0,47.00359,35,-28,0.041339,90,0
1,1,0,48.0054,31,-4,0.062395,90,0
1,1,0,49.00593,28,-3,0.067309,90,0
1,1,0,50.00617,45,17,0.080956,90,0
1,1,0,51.00528,61,16,0.016695,90,0
1,1,0,52.00639,75,14,0.044145,90,0
0,0,0,0,0,0,-0.024119,62,0
0,0,0,0.997258,0,0,-0.020486,88,0
0,0,0,1.997322,0,0,-0.018093,90,0
0,0,0,2.997987,0,0,-0.016387,90,0
0,0,0,3.999626,2,2,-0.014466,90,0
