,UserGenere,UserAge,UserExperience,TimeStamp,PlayerSpeed,PlayerAcceleration,CameraRotationZ,GameFps,DiscomfortLevel,UserGenere_contri,UserAge_contri,UserExperience_contri,TimeStamp_contri,PlayerSpeed_contri,PlayerAcceleration_contri,CameraRotationZ_contri,GameFps_contri,importanceProfile,importanceGame
3943,0,0,0,266.9977,15,2,0.04774,90,1,0.0,-0.0,-0.0,225.02591366896146,-1.9359117507988308,0.04104195042029227,0.0005366681456195386,43.61458009655657,UserGenere,PlayerSpeed
3944,1,0,0,89.9978,69,18,0.033511,88,1,1.056023755296034,-0.0,-0.0,75.85023081920353,-8.905194053674622,0.3693775537826304,0.00037671315936020855,42.645367205521985,UserGenere,PlayerSpeed
3945,1,0,0,89.00721,87,14,-0.009226999999999999,90,1,1.056023755296034,-0.0,-0.0,75.01536063185235,-11.22828815463322,0.2872936529420459,-0.00010372511478071809,43.61458009655657,UserGenere,PlayerSpeed
3946,0,0,0,67.00607,145,0,0.021619,90,1,0.0,-0.0,-0.0,56.472779065573924,-18.713813591055363,0.0,0.00024302950649662344,43.61458009655657,UserGenere,PlayerSpeed
3947,1,0,0,168.0134,16,4,-0.15121300000000001,90,1,1.056023755296034,-0.0,-0.0,141.60185216437702,-2.0649725341854195,0.08208390084058453,-0.0016998575681518074,43.61458009655657,UserGenere,PlayerSpeed
3948,0,0,0,257.9954,10,1,0.048509,90,1,0.0,-0.0,-0.0,217.43876672866165,-1.290607833865887,0.020520975210146133,0.0005453128419744071,43.61458009655657,UserGenere,PlayerSpeed
3949,1,0,0,72.00675,50,-13,0.035362,90,1,1.056023755296034,-0.0,-0.0,60.687356891398274,-6.453039169329436,-0.2667726777318997,0.0003975211345914981,43.61458009655657,UserGenere,PlayerSpeed
3950,1,0,0,222.002,145,0,-0.016416,90,1,1.056023755296034,-0.0,-0.0,187.10349522238124,-18.713813591055363,0.0,-0.0001845400979993788,43.61458009655657,UserGenere,PlayerSpeed
3951,1,0,0,215.0132,145,0,-0.016005000000000002,90,1,1.056023755296034,-0.0,-0.0,181.21332798330153,-18.713813591055363,0.0,-0.0001799198506627716,43.61458009655657,UserGenere,PlayerSpeed
3952,1,0,0,246.0058,145,0,-0.104137,88,1,1.056023755296034,-0.0,-0.0,207.33392052764424,-18.713813591055363,0.0,-0.00117065376372815,42.645367205521985,UserGenere,PlayerSpeed
3953,1,0,1,154.0073,12,-18,0.018846,90,1,1.056023755296034,-0.0,-0.9808252155569881,129.79749785930682,-1.5487294006390646,-0.3693775537826304,0.0002118568888216553,43.61458009655657,UserGenere,PlayerSpeed
3954,0,0,0,95.99587,41,14,0.010925,90,1,0.0,-0.0,-0.0,80.90540987879987,-5.291492118850138,0.2872936529420459,0.0001228131439231977,43.61458009655657,UserGenere,PlayerSpeed
3955,1,1,0,87.00535,94,15,0.065947,90,1,1.056023755296034,-0.008813932870834772,-0.0,73.32819113362316,-12.13171363833934,0.307814628152192,0.0007413417301879286,43.61458009655657,UserGenere,PlayerSpeed
3956,1,0,0,162.0123,145,0,0.061541,90,1,1.056023755296034,-0.0,-0.0,136.54411941791966,-18.713813591055363,0.0,0.0006918117794212824,43.61458009655657,UserGenere,PlayerSpeed
3957,1,0,0,163.0105,145,0,0.054782000000000004,90,1,1.056023755296034,-0.0,-0.0,137.38540332045648,-18.713813591055363,0.0,0.0006158306316156172,43.61458009655657,UserGenere,PlayerSpeed
3958,1,1,0,107.0098,145,0,0.066647,90,1,1.056023755296034,-0.008813932870834772,-0.0,90.18796048255409,-18.713813591055363,0.0,0.0007492107645811768,43.61458009655657,UserGenere,PlayerSpeed
3959,1,1,0,108.0099,145,0,0.07701799999999999,90,1,1.056023755296034,-0.008813932870834772,-0.0,91.03084570688496,-18.713813591055363,0.0,0.0008657961298560036,43.61458009655657,UserGenere,PlayerSpeed
3960,1,2,0,160.0113,21,-15,-0.07843,90,1,1.056023755296034,-0.017627865741669545,-0.0,134.8576747285025,-2.710276451118363,-0.307814628152192,-0.0008816690963749562,43.61458009655657,UserGenere,PlayerSpeed
3961,1,0,1,138.0067,101,15,0.032994,90,1,1.056023755296034,-0.0,-0.9808252155569881,116.31217707095702,-13.03513912204546,0.307814628152192,0.00037090131538690944,43.61458009655657,UserGenere,PlayerSpeed
3962,1,1,0,95.00709,6,-9,0.035845999999999996,90,1,1.056023755296034,-0.008813932870834772,-0.0,80.07206516115777,-0.7743647003195323,-0.1846887768913152,0.00040296200980054415,43.61458009655657,UserGenere,PlayerSpeed
3963,1,1,0,81.00525,10,2,0.134553,90,1,1.056023755296034,-0.008813932870834772,-0.0,68.27130118811002,-1.290607833865887,0.04104195042029227,0.0015125745495924963,43.61458009655657,UserGenere,PlayerSpeed
3964,1,2,0,87.00851,40,-29,0.041611,90,1,1.056023755296034,-0.017627865741669545,-0.0,73.33085438460694,-5.162431335463548,-0.5951082810942379,0.0004677691287677968,43.61458009655657,UserGenere,PlayerSpeed
3965,0,0,0,220.99400000000003,40,0,0.047916,90,1,0.0,-0.0,-0.0,186.25395187059092,-5.162431335463548,0.0,0.0005386466456955553,43.61458009655657,UserGenere,PlayerSpeed
3966,1,2,0,189.0157,57,-24,0.002281,90,1,1.056023755296034,-0.017627865741669545,-0.0,159.3026104355143,-7.356464653035557,-0.4925034050435072,2.5641810644285033e-05,43.61458009655657,UserGenere,PlayerSpeed
3967,1,1,0,164.0005,82,13,0.074661,90,1,1.056023755296034,-0.008813932870834772,-0.0,138.21977625525054,-10.582984237700275,0.2667726777318997,0.0008392999669061661,43.61458009655657,UserGenere,PlayerSpeed
3968,1,0,0,123.0078,120,12,0.132248,90,1,1.056023755296034,-0.0,-0.0,103.67108998844888,-15.487294006390647,0.2462517025217536,0.0014866629434832999,43.61458009655657,UserGenere,PlayerSpeed
3969,1,0,0,102.0103,119,12,-0.011548000000000001,90,1,1.056023755296034,-0.0,-0.0,85.97437716184393,-15.358233223004058,0.2462517025217536,-0.00012981658453318877,43.61458009655657,UserGenere,PlayerSpeed
3970,0,0,0,110.0191,88,-33,-0.020673,90,1,0.0,-0.0,-0.0,92.72420136404484,-11.357348938019808,-0.6771921819348224,-0.00023239506858803354,43.61458009655657,UserGenere,PlayerSpeed
3971,0,0,0,144.0009,8,1,-0.010675,90,1,0.0,-0.0,-0.0,121.36409449089918,-1.0324862670927097,0.020520975210146133,-0.00012000277449703758,43.61458009655657,UserGenere,PlayerSpeed
3972,1,0,0,145.0113,27,16,0.033974000000000004,90,1,1.056023755296034,-0.0,-0.0,122.2156605649557,-3.4846411514378954,0.32833560336233814,0.0003819179635374572,43.61458009655657,UserGenere,PlayerSpeed
3973,1,0,0,174.0127,78,17,0.00419,90,1,1.056023755296034,-0.0,-0.0,146.65806786913478,-10.06674110415392,0.34885657857248425,4.7101791582443794e-05,43.61458009655657,UserGenere,PlayerSpeed
3974,1,2,0,168.014,48,17,-0.038494,90,1,1.056023755296034,-0.017627865741669545,-0.0,141.60235784494358,-6.1949176025562585,0.34885657857248425,-0.00043272944276243226,43.61458009655657,UserGenere,PlayerSpeed
